Timestep,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
60,6001.0,6001.0,10.0,10.0,10.0,10.0,10.0,6001.0,6001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6001.0,10.0,6001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6001.0,6001.0,10.0,10.0,10.0,10.0,10.0,6001.0,10.0,10.0,6001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
61,6101.0,6101.0,10.0,10.0,10.0,10.0,10.0,6101.0,6101.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6101.0,10.0,6101.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6101.0,6101.0,10.0,10.0,10.0,10.0,10.0,6101.0,10.0,10.0,6101.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
62,6201.0,6201.0,10.0,10.0,10.0,10.0,10.0,6201.0,6201.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6201.0,10.0,6201.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6201.0,6201.0,10.0,10.0,10.0,10.0,10.0,6201.0,10.0,10.0,6201.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
63,6301.0,6301.0,10.0,10.0,10.0,10.0,10.0,6301.0,6301.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6301.0,10.0,6301.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6301.0,6301.0,10.0,10.0,10.0,10.0,10.0,6301.0,10.0,10.0,6301.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
64,6401.0,6401.0,10.0,10.0,10.0,10.0,10.0,6401.0,6401.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6401.0,10.0,6401.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6401.0,6401.0,10.0,10.0,10.0,10.0,10.0,6401.0,10.0,10.0,6401.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
65,6501.0,6501.0,10.0,10.0,10.0,10.0,10.0,6501.0,6501.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6501.0,10.0,6501.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6501.0,6501.0,10.0,10.0,10.0,10.0,10.0,6501.0,10.0,10.0,6501.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
66,6601.0,6601.0,10.0,10.0,10.0,10.0,10.0,6601.0,6601.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6601.0,10.0,6601.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6601.0,6601.0,10.0,10.0,10.0,10.0,10.0,6601.0,10.0,10.0,6601.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
67,6701.0,6701.0,10.0,10.0,10.0,10.0,10.0,6701.0,6701.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6701.0,10.0,6701.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6701.0,6701.0,10.0,10.0,10.0,10.0,10.0,6701.0,10.0,10.0,6701.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
68,6801.0,6801.0,10.0,10.0,10.0,10.0,10.0,6801.0,6801.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6801.0,10.0,6801.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6801.0,6801.0,10.0,10.0,10.0,10.0,10.0,6801.0,10.0,10.0,6801.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
69,6901.0,6901.0,10.0,10.0,10.0,10.0,10.0,6901.0,6901.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6901.0,10.0,6901.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6901.0,6901.0,10.0,10.0,10.0,10.0,10.0,6901.0,10.0,10.0,6901.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
70,7001.0,7001.0,10.0,10.0,10.0,10.0,10.0,7001.0,7001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7001.0,10.0,7001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7001.0,7001.0,10.0,10.0,10.0,10.0,10.0,7001.0,10.0,10.0,7001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
71,7101.0,7101.0,10.0,10.0,10.0,10.0,10.0,7101.0,7101.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7101.0,10.0,7101.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7101.0,7101.0,10.0,10.0,10.0,10.0,10.0,7101.0,10.0,10.0,7101.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
72,7201.0,7201.0,10.0,10.0,10.0,10.0,10.0,7201.0,7201.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7201.0,10.0,7201.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7201.0,7201.0,10.0,10.0,10.0,10.0,10.0,7201.0,10.0,10.0,7201.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
73,7301.0,7301.0,10.0,10.0,10.0,10.0,10.0,7301.0,7301.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7301.0,10.0,7301.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7301.0,7301.0,10.0,10.0,10.0,10.0,10.0,7301.0,10.0,10.0,7301.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
74,7401.0,7401.0,10.0,10.0,10.0,10.0,10.0,7401.0,7401.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7401.0,10.0,7401.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7401.0,7401.0,10.0,10.0,10.0,10.0,10.0,7401.0,10.0,10.0,7401.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
75,7501.0,7501.0,10.0,10.0,10.0,10.0,10.0,7501.0,7501.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7501.0,10.0,7501.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7501.0,7501.0,10.0,10.0,10.0,10.0,10.0,7501.0,10.0,10.0,7501.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
76,7601.0,7601.0,10.0,10.0,10.0,10.0,10.0,7601.0,7601.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7601.0,10.0,7601.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7601.0,7601.0,10.0,10.0,10.0,10.0,10.0,7601.0,10.0,10.0,7601.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
77,7701.0,7701.0,10.0,10.0,10.0,10.0,10.0,7701.0,7701.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7701.0,10.0,7701.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7701.0,7701.0,10.0,10.0,10.0,10.0,10.0,7701.0,10.0,10.0,7701.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
78,7801.0,7801.0,10.0,10.0,10.0,10.0,10.0,7801.0,7801.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7801.0,10.0,7801.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7801.0,7801.0,10.0,10.0,10.0,10.0,10.0,7801.0,10.0,10.0,7801.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
79,7901.0,7901.0,10.0,10.0,10.0,10.0,10.0,7901.0,7901.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7901.0,10.0,7901.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7901.0,7901.0,10.0,10.0,10.0,10.0,10.0,7901.0,10.0,10.0,7901.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
80,8001.0,8001.0,10.0,10.0,10.0,10.0,10.0,8001.0,8001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8001.0,10.0,8001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8001.0,8001.0,10.0,10.0,10.0,10.0,10.0,8001.0,10.0,10.0,8001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
81,8101.0,8101.0,10.0,10.0,10.0,10.0,10.0,8101.0,8101.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8101.0,10.0,8101.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8101.0,8101.0,10.0,10.0,10.0,10.0,10.0,8101.0,10.0,10.0,8101.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
82,8201.0,8201.0,10.0,10.0,10.0,10.0,10.0,8201.0,8201.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8201.0,10.0,8201.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8201.0,8201.0,10.0,10.0,10.0,10.0,10.0,8201.0,10.0,10.0,8201.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
83,8301.0,8301.0,10.0,10.0,10.0,10.0,10.0,8301.0,8301.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8301.0,10.0,8301.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8301.0,8301.0,10.0,10.0,10.0,10.0,10.0,8301.0,10.0,10.0,8301.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
84,8401.0,8401.0,10.0,10.0,10.0,10.0,10.0,8401.0,8401.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8401.0,10.0,8401.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8401.0,8401.0,10.0,10.0,10.0,10.0,10.0,8401.0,10.0,10.0,8401.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
85,8501.0,8501.0,10.0,10.0,10.0,10.0,10.0,8501.0,8501.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8501.0,10.0,8501.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8501.0,8501.0,10.0,10.0,10.0,10.0,10.0,8501.0,10.0,10.0,8501.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
86,8601.0,8601.0,10.0,10.0,10.0,10.0,10.0,8601.0,8601.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8601.0,10.0,8601.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8601.0,8601.0,10.0,10.0,10.0,10.0,10.0,8601.0,10.0,10.0,8601.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
87,8701.0,8701.0,10.0,10.0,10.0,10.0,10.0,8701.0,8701.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8701.0,10.0,8701.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8701.0,8701.0,10.0,10.0,10.0,10.0,10.0,8701.0,10.0,10.0,8701.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
88,8801.0,8801.0,10.0,10.0,10.0,10.0,10.0,8801.0,8801.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8801.0,10.0,8801.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8801.0,8801.0,10.0,10.0,10.0,10.0,10.0,8801.0,10.0,10.0,8801.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
89,8901.0,8901.0,10.0,10.0,10.0,10.0,10.0,8901.0,8901.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8901.0,10.0,8901.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8901.0,8901.0,10.0,10.0,10.0,10.0,10.0,8901.0,10.0,10.0,8901.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
90,9001.0,9001.0,10.0,10.0,10.0,10.0,10.0,9001.0,9001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9001.0,10.0,9001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9001.0,9001.0,10.0,10.0,10.0,10.0,10.0,9001.0,10.0,10.0,9001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
91,9101.0,9101.0,10.0,10.0,10.0,10.0,10.0,9101.0,9101.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9101.0,10.0,9101.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9101.0,9101.0,10.0,10.0,10.0,10.0,10.0,9101.0,10.0,10.0,9101.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
92,9201.0,9201.0,10.0,10.0,10.0,10.0,10.0,9201.0,9201.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9201.0,10.0,9201.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9201.0,9201.0,10.0,10.0,10.0,10.0,10.0,9201.0,10.0,10.0,9201.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
93,9301.0,9301.0,10.0,10.0,10.0,10.0,10.0,9301.0,9301.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9301.0,10.0,9301.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9301.0,9301.0,10.0,10.0,10.0,10.0,10.0,9301.0,10.0,10.0,9301.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
94,9401.0,9401.0,10.0,10.0,10.0,10.0,10.0,9401.0,9401.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9401.0,10.0,9401.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9401.0,9401.0,10.0,10.0,10.0,10.0,10.0,9401.0,10.0,10.0,9401.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
95,9501.0,9501.0,10.0,10.0,10.0,10.0,10.0,9501.0,9501.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9501.0,10.0,9501.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9501.0,9501.0,10.0,10.0,10.0,10.0,10.0,9501.0,10.0,10.0,9501.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
96,9601.0,9601.0,10.0,10.0,10.0,10.0,10.0,9601.0,9601.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9601.0,10.0,9601.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9601.0,9601.0,10.0,10.0,10.0,10.0,10.0,9601.0,10.0,10.0,9601.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
97,9701.0,9701.0,10.0,10.0,10.0,10.0,10.0,9701.0,9701.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9701.0,10.0,9701.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9701.0,9701.0,10.0,10.0,10.0,10.0,10.0,9701.0,10.0,10.0,9701.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
98,9801.0,9801.0,10.0,10.0,10.0,10.0,10.0,9801.0,9801.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9801.0,10.0,9801.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9801.0,9801.0,10.0,10.0,10.0,10.0,10.0,9801.0,10.0,10.0,9801.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
99,9901.0,9901.0,10.0,10.0,10.0,10.0,10.0,9901.0,9901.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9901.0,10.0,9901.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9901.0,9901.0,10.0,10.0,10.0,10.0,10.0,9901.0,10.0,10.0,9901.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
100,10001.0,10001.0,10.0,10.0,10.0,10.0,10.0,10001.0,10001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10001.0,10.0,10001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10001.0,10001.0,10.0,10.0,10.0,10.0,10.0,10001.0,10.0,10.0,10001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
